loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
38.0,5.0,3.0,4.0,93.0,460.74,0.08,13.0,35.44,5989.62,0.15,332.76,34,0,2,0,13.0,18.0,57.0,36.0,9.0,1
6.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,3,0,1,0,4.0,3.0,4.0,3.0,1.0,1
41.0,4.0,1.0,4.0,85.0,421.11,0.1,10.47,40.21,4409.92,0.14,245.0,35,0,3,0,13.0,18.0,56.0,29.0,7.0,1
13.0,1.0,1.0,1.0,7.0,16.25,1.33,0.75,21.67,12.19,0.01,0.68,8,0,1,0,1.0,4.0,1.0,6.0,1.0,1
20.0,4.0,3.0,3.0,36.0,147.15,0.14,7.31,20.12,1076.02,0.05,59.78,14,0,3,0,9.0,8.0,23.0,13.0,7.0,1
50.0,5.0,4.0,4.0,122.0,625.77,0.06,16.5,37.93,10325.25,0.21,573.62,43,2,3,0,15.0,20.0,78.0,44.0,9.0,1
17.0,1.0,1.0,1.0,50.0,219.62,0.2,5.0,43.92,1098.08,0.07,61.0,9,0,1,0,7.0,14.0,30.0,20.0,1.0,1
41.0,6.0,5.0,5.0,95.0,508.97,0.05,18.9,26.93,9619.48,0.17,534.42,29,0,9,0,21.0,20.0,59.0,36.0,11.0,1
29.0,4.0,1.0,1.0,60.0,278.63,0.08,12.46,22.36,3472.18,0.09,192.9,22,0,2,0,12.0,13.0,33.0,27.0,7.0,1
125.0,8.0,5.0,7.0,272.0,1704.57,0.06,17.69,96.33,30162.15,0.57,1675.67,88,19,16,0,18.0,59.0,156.0,116.0,15.0,1
42.0,5.0,3.0,4.0,113.0,570.02,0.06,15.47,36.84,8820.26,0.19,490.01,38,0,2,0,14.0,19.0,71.0,42.0,9.0,1
17.0,4.0,3.0,3.0,32.0,125.02,0.12,8.25,15.15,1031.42,0.04,57.3,15,0,0,0,9.0,6.0,21.0,11.0,7.0,1
14.0,3.0,3.0,3.0,40.0,169.92,0.11,8.94,19.01,1518.63,0.06,84.37,10,0,1,0,11.0,8.0,27.0,13.0,5.0,1
9.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,5,0,2,0,4.0,2.0,4.0,2.0,1.0,1
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,1
11.0,2.0,1.0,2.0,26.0,108.42,0.29,3.5,30.98,379.46,0.04,21.08,9,0,0,0,7.0,11.0,15.0,11.0,3.0,1
35.0,3.0,1.0,3.0,105.0,546.99,0.08,12.78,42.79,6991.99,0.18,388.44,26,4,3,0,14.0,23.0,63.0,42.0,5.0,1
7.0,2.0,1.0,2.0,11.0,34.87,0.19,5.25,6.64,183.06,0.01,10.17,5,0,0,0,7.0,2.0,8.0,3.0,3.0,1
34.0,5.0,1.0,5.0,99.0,490.47,0.05,18.75,26.16,9196.23,0.16,510.9,27,0,2,0,15.0,16.0,59.0,40.0,9.0,1
24.0,4.0,1.0,3.0,55.0,261.51,0.06,17.45,14.98,4564.69,0.09,253.59,19,0,3,0,16.0,11.0,31.0,24.0,7.0,1
35.0,4.0,1.0,4.0,85.0,432.43,0.07,13.82,31.3,5974.42,0.14,331.91,28,1,3,1,15.0,19.0,50.0,35.0,7.0,1
48.0,4.0,1.0,4.0,132.0,692.73,0.05,20.7,33.47,14339.44,0.23,796.64,41,0,3,2,18.0,20.0,86.0,46.0,7.0,1
61.0,7.0,1.0,7.0,167.0,942.52,0.09,11.57,81.45,10906.35,0.31,605.91,47,3,9,0,15.0,35.0,113.0,54.0,13.0,1
20.0,1.0,1.0,1.0,27.0,112.59,0.41,2.43,46.36,273.43,0.04,15.19,15,1,0,0,4.0,14.0,10.0,17.0,1.0,1
10.0,1.0,1.0,1.0,15.0,55.51,0.4,2.5,22.2,138.77,0.02,7.71,7,1,0,0,5.0,8.0,7.0,8.0,1.0,1
38.0,5.0,1.0,5.0,99.0,465.34,0.08,12.83,36.26,5971.91,0.16,331.77,33,0,3,0,11.0,15.0,64.0,35.0,8.0,1
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,1
15.0,2.0,1.0,2.0,35.0,136.74,0.13,7.43,18.41,1015.79,0.05,56.43,9,0,1,1,8.0,7.0,22.0,13.0,3.0,1
6.0,1.0,1.0,1.0,12.0,39.86,0.33,3.0,13.29,119.59,0.01,6.64,3,1,0,0,6.0,4.0,8.0,4.0,1.0,1
6.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,3,0,1,0,5.0,3.0,5.0,3.0,1.0,1
50.0,6.0,5.0,5.0,144.0,804.23,0.05,20.0,40.21,16084.69,0.27,893.59,41,2,5,0,20.0,28.0,88.0,56.0,11.0,1
17.0,1.0,1.0,1.0,43.0,182.66,0.17,5.82,31.39,1062.75,0.06,59.04,11,0,2,0,8.0,11.0,27.0,16.0,1.0,1
20.0,2.0,1.0,2.0,49.0,221.65,0.14,7.31,30.33,1619.78,0.07,89.99,13,1,1,0,10.0,13.0,30.0,19.0,3.0,1
8.0,1.0,1.0,1.0,20.0,76.15,0.21,4.67,16.32,355.35,0.03,19.74,6,0,0,0,8.0,6.0,13.0,7.0,1.0,1
20.0,5.0,1.0,5.0,54.0,237.19,0.17,6.0,39.53,1423.11,0.08,79.06,18,0,0,0,9.0,12.0,38.0,16.0,9.0,1
36.0,7.0,3.0,6.0,75.0,360.55,0.07,13.43,26.84,4843.41,0.12,269.08,32,0,2,0,13.0,15.0,44.0,31.0,13.0,1
27.0,1.0,1.0,1.0,104.0,537.67,0.14,7.33,73.32,3942.93,0.18,219.05,20,0,3,0,9.0,27.0,60.0,44.0,1.0,1
13.0,3.0,1.0,3.0,28.0,112.0,0.12,8.33,13.44,933.33,0.04,51.85,8,0,3,0,10.0,6.0,18.0,10.0,5.0,1
13.0,3.0,1.0,3.0,28.0,112.0,0.12,8.33,13.44,933.33,0.04,51.85,8,0,3,0,10.0,6.0,18.0,10.0,5.0,1
13.0,3.0,1.0,3.0,28.0,112.0,0.12,8.33,13.44,933.33,0.04,51.85,8,0,3,0,10.0,6.0,18.0,10.0,5.0,1
78.0,6.0,3.0,6.0,298.0,1801.23,0.09,10.89,165.42,19613.39,0.6,1089.63,71,1,1,0,12.0,54.0,200.0,98.0,10.0,1
84.0,7.0,3.0,7.0,311.0,1893.2,0.08,12.29,154.03,23269.16,0.63,1292.73,78,1,1,0,13.0,55.0,207.0,104.0,12.0,1
99.0,8.0,5.0,8.0,277.0,1601.44,0.03,30.88,51.86,49456.13,0.53,2747.56,85,6,6,0,21.0,34.0,177.0,100.0,15.0,1
25.0,3.0,1.0,3.0,45.0,191.16,0.13,7.65,24.99,1462.35,0.06,81.24,18,1,3,1,9.0,10.0,28.0,17.0,5.0,1
97.0,14.0,1.0,14.0,273.0,1605.96,0.03,30.12,53.32,48369.03,0.54,2687.17,88,2,5,0,21.0,38.0,164.0,109.0,27.0,1
95.0,16.0,9.0,16.0,254.0,1506.41,0.04,27.64,54.5,41638.64,0.5,2313.26,82,0,10,1,22.0,39.0,156.0,98.0,31.0,1
132.0,14.0,8.0,13.0,331.0,2028.79,0.03,28.71,70.65,58255.33,0.68,3236.41,110,11,9,0,21.0,49.0,197.0,134.0,26.0,1
61.0,4.0,1.0,4.0,217.0,1205.35,0.05,18.98,63.49,22882.74,0.4,1271.26,55,0,2,0,15.0,32.0,136.0,81.0,7.0,1
8.0,1.0,1.0,1.0,14.0,50.19,0.33,3.0,16.73,150.57,0.02,8.36,4,0,1,0,6.0,6.0,8.0,6.0,1.0,1
55.0,5.0,1.0,5.0,118.0,605.26,0.1,10.08,60.03,6102.99,0.2,339.06,48,0,0,0,11.0,24.0,74.0,44.0,8.0,1
57.0,4.0,1.0,4.0,198.0,1087.39,0.05,18.5,58.78,20116.66,0.36,1117.59,52,0,1,0,15.0,30.0,124.0,74.0,7.0,1
51.0,13.0,8.0,13.0,138.0,713.45,0.05,20.13,35.44,14362.87,0.24,797.94,44,3,2,0,17.0,19.0,93.0,45.0,25.0,1
93.0,7.0,1.0,7.0,247.0,1498.32,0.05,21.91,68.37,32835.61,0.5,1824.2,69,6,16,0,20.0,47.0,144.0,103.0,13.0,1
29.0,1.0,1.0,1.0,99.0,495.0,0.2,4.9,101.02,2425.5,0.17,134.75,24,0,0,0,7.0,25.0,64.0,35.0,1.0,1
112.0,16.0,10.0,13.0,334.0,1988.7,0.03,33.33,59.66,66290.05,0.66,3682.78,95,0,12,0,20.0,42.0,194.0,140.0,31.0,1
152.0,22.0,6.0,16.0,463.0,3027.63,0.03,29.75,101.78,90061.35,1.01,5003.41,130,4,16,0,22.0,71.0,271.0,192.0,42.0,1
25.0,4.0,1.0,4.0,76.0,372.92,0.12,8.68,42.94,3238.55,0.12,179.92,21,0,0,0,11.0,19.0,46.0,30.0,7.0,1
78.0,11.0,1.0,11.0,227.0,1318.27,0.05,19.4,67.96,25571.05,0.44,1420.61,60,7,7,0,17.0,39.0,138.0,89.0,21.0,1
35.0,5.0,3.0,4.0,83.0,415.0,0.09,10.61,39.13,4401.18,0.14,244.51,25,3,5,0,13.0,19.0,52.0,31.0,9.0,1
12.0,3.0,1.0,3.0,15.0,49.83,0.4,2.5,19.93,124.57,0.02,6.92,9,0,1,0,5.0,5.0,10.0,5.0,5.0,1
19.0,2.0,1.0,2.0,37.0,162.52,0.1,9.75,16.67,1584.53,0.05,88.03,17,0,0,0,13.0,8.0,25.0,12.0,5.0,1
19.0,3.0,1.0,3.0,31.0,118.03,0.13,8.0,14.75,944.22,0.04,52.46,16,0,1,0,8.0,6.0,19.0,12.0,5.0,1
15.0,2.0,1.0,2.0,30.0,131.77,0.19,5.25,25.1,691.79,0.04,38.43,8,1,1,0,9.0,12.0,16.0,14.0,3.0,1
217.0,28.0,18.0,27.0,521.0,3348.08,0.04,23.29,143.73,77990.66,1.12,4332.81,173,17,23,0,18.0,68.0,345.0,176.0,54.0,1
150.0,27.0,22.0,18.0,438.0,2799.84,0.02,46.67,60.0,130658.97,0.93,7258.83,113,6,24,0,30.0,54.0,270.0,168.0,53.0,1
30.0,3.0,1.0,3.0,77.0,361.93,0.08,12.43,29.12,4498.32,0.12,249.91,26,0,2,0,12.0,14.0,48.0,29.0,5.0,1
15.0,1.0,1.0,1.0,39.0,162.63,0.12,8.5,19.13,1382.33,0.05,76.8,12,0,1,0,9.0,9.0,22.0,17.0,1.0,1
41.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1
25.0,3.0,3.0,3.0,48.0,217.13,0.11,8.71,24.93,1890.85,0.07,105.05,15,0,8,0,11.0,12.0,29.0,19.0,5.0,1
15.0,8.0,4.0,3.0,76.0,383.37,0.06,17.0,22.55,6517.36,0.13,362.08,12,0,1,0,17.0,16.0,44.0,32.0,15.0,1
56.0,13.0,7.0,11.0,226.0,1300.6,0.04,25.51,50.98,33184.0,0.43,1843.56,41,2,11,0,19.0,35.0,132.0,94.0,25.0,1
20.0,2.0,1.0,2.0,31.0,133.98,0.15,6.5,20.61,870.87,0.04,48.38,10,1,7,0,10.0,10.0,18.0,13.0,3.0,1
9.0,2.0,1.0,2.0,41.0,180.09,0.08,12.19,14.78,2194.79,0.06,121.93,6,0,1,0,13.0,8.0,26.0,15.0,3.0,1
145.0,25.0,21.0,18.0,441.0,2811.39,0.02,44.04,63.84,123803.5,0.94,6877.97,81,3,58,0,28.0,55.0,268.0,173.0,49.0,1
34.0,4.0,1.0,4.0,69.0,298.21,0.06,15.89,18.77,4738.27,0.1,263.24,19,0,13,0,11.0,9.0,43.0,26.0,7.0,1
12.0,1.0,1.0,1.0,41.0,182.84,0.12,8.5,21.51,1554.11,0.06,86.34,10,0,0,0,11.0,11.0,24.0,17.0,1.0,1
24.0,5.0,3.0,4.0,63.0,320.51,0.06,15.83,20.24,5074.74,0.11,281.93,19,0,3,0,19.0,15.0,38.0,25.0,9.0,1
74.0,6.0,5.0,4.0,135.0,753.97,0.07,14.5,52.0,10932.56,0.25,607.36,45,10,11,4,16.0,32.0,77.0,58.0,11.0,1
36.0,1.0,1.0,1.0,69.0,293.11,0.09,10.8,27.14,3165.56,0.1,175.86,18,11,4,0,9.0,10.0,45.0,24.0,1.0,1
7.0,2.0,1.0,2.0,18.0,59.79,0.29,3.5,17.08,209.28,0.02,11.63,5,0,0,0,7.0,3.0,15.0,3.0,3.0,1
7.0,1.0,1.0,1.0,14.0,44.38,0.4,2.5,17.75,110.95,0.01,6.16,5,0,0,0,5.0,4.0,10.0,4.0,1.0,1
6.0,1.0,1.0,1.0,13.0,33.6,0.33,3.0,11.2,100.81,0.01,5.6,4,0,0,0,4.0,2.0,10.0,3.0,1.0,1
55.0,5.0,1.0,3.0,142.0,765.71,0.07,14.25,53.73,10911.35,0.26,606.19,43,3,6,0,14.0,28.0,85.0,57.0,9.0,1
21.0,1.0,1.0,1.0,25.0,95.18,0.3,3.38,28.2,321.25,0.03,17.85,10,4,5,0,6.0,8.0,16.0,9.0,1.0,1
17.0,3.0,1.0,3.0,31.0,124.0,0.2,5.0,24.8,620.0,0.04,34.44,11,0,4,0,8.0,8.0,21.0,10.0,5.0,1
19.0,3.0,1.0,1.0,31.0,126.71,0.14,7.14,17.74,905.08,0.04,50.28,15,0,2,0,10.0,7.0,21.0,10.0,4.0,1
22.0,3.0,1.0,3.0,47.0,206.44,0.09,10.67,19.35,2202.02,0.07,122.33,14,2,2,0,12.0,9.0,31.0,16.0,5.0,1
40.0,3.0,1.0,3.0,88.0,451.38,0.1,10.05,44.93,4534.29,0.15,251.9,29,2,3,1,13.0,22.0,54.0,34.0,5.0,1
15.0,2.0,1.0,2.0,17.0,60.94,0.2,4.9,12.44,298.63,0.02,16.59,8,3,1,0,7.0,5.0,10.0,7.0,3.0,1
27.0,5.0,3.0,4.0,113.0,609.33,0.06,17.27,35.28,10524.82,0.2,584.71,21,0,4,0,20.0,22.0,75.0,38.0,9.0,1
35.0,1.0,1.0,1.0,32.0,133.44,0.19,5.2,25.66,693.88,0.04,38.55,8,18,0,0,8.0,10.0,19.0,13.0,1.0,1
30.0,2.0,1.0,2.0,93.0,460.74,0.14,7.14,64.5,3291.0,0.15,182.83,21,0,1,0,10.0,21.0,63.0,30.0,3.0,1
12.0,1.0,1.0,1.0,22.0,88.0,0.33,3.0,29.33,264.0,0.03,14.67,4,0,0,0,6.0,10.0,12.0,10.0,1.0,1
22.0,1.0,1.0,1.0,14.0,50.19,0.91,1.1,45.63,55.21,0.02,3.07,11,0,1,0,2.0,10.0,3.0,11.0,1.0,1
40.0,5.0,3.0,4.0,106.0,534.71,0.07,13.98,38.26,7472.51,0.18,415.14,35,0,2,0,13.0,20.0,63.0,43.0,9.0,1
176.0,16.0,10.0,14.0,385.0,2467.62,0.04,27.24,90.59,67213.15,0.82,3734.06,123,26,25,0,22.0,63.0,229.0,156.0,31.0,1
132.0,13.0,10.0,13.0,278.0,1757.5,0.05,22.19,79.19,39004.08,0.59,2166.89,88,24,18,0,23.0,57.0,168.0,110.0,25.0,1
101.0,13.0,6.0,12.0,214.0,1264.07,0.06,17.79,71.07,22482.47,0.42,1249.03,86,8,5,0,18.0,42.0,131.0,83.0,25.0,1
7.0,1.0,1.0,1.0,20.0,78.14,0.25,4.0,19.53,312.55,0.03,17.36,5,0,0,0,8.0,7.0,13.0,7.0,1.0,1
11.0,1.0,1.0,1.0,24.0,91.38,0.22,4.5,20.31,411.19,0.03,22.84,6,0,0,0,7.0,7.0,15.0,9.0,1.0,1
11.0,1.0,1.0,1.0,24.0,91.38,0.22,4.5,20.31,411.19,0.03,22.84,6,0,0,0,7.0,7.0,15.0,9.0,1.0,1
11.0,1.0,1.0,1.0,24.0,91.38,0.22,4.5,20.31,411.19,0.03,22.84,6,0,0,0,7.0,7.0,15.0,9.0,1.0,1
11.0,1.0,1.0,1.0,24.0,91.38,0.22,4.5,20.31,411.19,0.03,22.84,6,0,0,0,7.0,7.0,15.0,9.0,1.0,1
16.0,2.0,1.0,2.0,29.0,113.3,0.15,6.86,16.52,776.91,0.04,43.16,10,0,2,0,8.0,7.0,17.0,12.0,3.0,1
38.0,2.0,1.0,2.0,90.0,445.88,0.08,13.0,34.3,5796.41,0.15,322.02,27,4,5,0,13.0,18.0,54.0,36.0,3.0,1
50.0,5.0,1.0,5.0,116.0,621.48,0.08,11.93,52.11,7411.68,0.21,411.76,41,4,3,0,14.0,27.0,70.0,46.0,9.0,1
4.0,1.0,1.0,1.0,4.0,8.0,1.0,1.0,8.0,8.0,0.0,0.44,1,0,0,0,2.0,2.0,2.0,2.0,1.0,1
60.0,6.0,3.0,5.0,176.0,982.95,0.05,19.5,50.41,19167.59,0.33,1064.87,46,0,5,0,18.0,30.0,111.0,65.0,11.0,1
63.0,8.0,5.0,8.0,133.0,730.42,0.06,17.0,42.97,12417.08,0.24,689.84,54,1,6,0,18.0,27.0,82.0,51.0,15.0,1
72.0,11.0,7.0,9.0,154.0,850.63,0.04,26.13,32.56,22222.67,0.28,1234.59,60,2,5,1,22.0,24.0,97.0,57.0,21.0,1
57.0,6.0,1.0,5.0,195.0,1132.43,0.06,15.47,73.18,17523.69,0.38,973.54,48,2,5,0,17.0,39.0,124.0,71.0,10.0,1
82.0,16.0,13.0,16.0,204.0,1106.96,0.06,16.45,67.29,18211.24,0.37,1011.74,75,2,3,0,12.0,31.0,119.0,85.0,31.0,1
288.0,45.0,7.0,45.0,794.0,5228.46,0.02,44.9,116.45,234743.54,1.74,13041.31,262,9,15,0,23.0,73.0,509.0,285.0,89.0,1
96.0,9.0,1.0,8.0,274.0,1554.24,0.04,22.29,69.72,34646.7,0.52,1924.82,82,7,5,0,15.0,36.0,167.0,107.0,17.0,1
68.0,18.0,5.0,18.0,192.0,1066.48,0.06,15.48,68.88,16513.25,0.36,917.4,53,10,3,0,16.0,31.0,132.0,60.0,35.0,1
84.0,11.0,1.0,11.0,254.0,1500.35,0.03,28.95,51.83,43431.19,0.5,2412.84,65,4,13,0,22.0,38.0,154.0,100.0,21.0,1
20.0,2.0,1.0,2.0,20.0,74.01,0.16,6.42,11.53,474.89,0.02,26.38,6,10,2,1,7.0,6.0,9.0,11.0,3.0,1
72.0,12.0,8.0,10.0,215.0,1269.98,0.04,23.42,54.22,29746.87,0.42,1652.6,53,6,10,1,21.0,39.0,128.0,87.0,23.0,1
16.0,1.0,1.0,1.0,43.0,175.76,0.16,6.27,28.02,1102.5,0.06,61.25,14,0,1,0,6.0,11.0,20.0,23.0,1.0,1
40.0,5.0,1.0,5.0,125.0,674.04,0.05,19.88,33.91,13396.54,0.22,744.25,28,0,10,0,18.0,24.0,72.0,53.0,9.0,1
12.0,1.0,1.0,1.0,41.0,187.98,0.16,6.43,29.24,1208.47,0.06,67.14,9,0,1,0,10.0,14.0,23.0,18.0,1.0,1
11.0,1.0,1.0,1.0,41.0,187.98,0.16,6.43,29.24,1208.47,0.06,67.14,9,0,0,0,10.0,14.0,23.0,18.0,1.0,1
50.0,8.0,3.0,4.0,240.0,1480.78,0.03,34.78,42.58,51502.32,0.49,2861.24,40,0,8,0,31.0,41.0,148.0,92.0,15.0,1
25.0,2.0,1.0,2.0,38.0,169.46,0.19,5.19,32.64,879.88,0.06,48.88,18,2,3,0,9.0,13.0,23.0,15.0,3.0,1
4.0,1.0,1.0,1.0,6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5.0,1.0,5.0,1.0,1.0,1
220.0,12.0,8.0,12.0,453.0,3028.98,0.05,21.49,140.96,65087.11,1.01,3615.95,142,44,32,0,19.0,84.0,263.0,190.0,23.0,1
22.0,1.0,1.0,1.0,69.0,331.71,0.18,5.6,59.23,1857.56,0.11,103.2,13,0,0,0,8.0,20.0,41.0,28.0,1.0,1
23.0,1.0,1.0,1.0,69.0,331.71,0.18,5.6,59.23,1857.56,0.11,103.2,13,0,0,0,8.0,20.0,41.0,28.0,1.0,1
89.0,6.0,4.0,5.0,189.0,1043.95,0.04,23.74,43.97,24784.89,0.35,1376.94,60,8,12,1,17.0,29.0,108.0,81.0,11.0,1
15.0,1.0,1.0,1.0,41.0,177.2,0.19,5.33,33.22,945.06,0.06,52.5,9,0,0,0,8.0,12.0,25.0,16.0,1.0,1
100.0,7.0,3.0,6.0,362.0,2281.97,0.04,26.82,85.07,61212.81,0.76,3400.71,86,2,9,0,22.0,57.0,223.0,139.0,12.0,1
12.0,1.0,1.0,1.0,18.0,66.61,0.21,4.67,14.27,310.84,0.02,17.27,6,0,2,0,7.0,6.0,10.0,8.0,1.0,1
72.0,7.0,1.0,7.0,142.0,779.84,0.07,14.62,53.34,11401.84,0.26,633.44,46,10,12,0,16.0,29.0,89.0,53.0,13.0,1
23.0,1.0,1.0,1.0,46.0,218.72,0.32,3.14,69.59,687.42,0.07,38.19,15,0,2,0,6.0,21.0,24.0,22.0,1.0,1
140.0,18.0,10.0,18.0,376.0,2304.61,0.04,27.6,83.5,63607.25,0.77,3533.74,124,8,6,0,20.0,50.0,238.0,138.0,35.0,1
162.0,17.0,12.0,16.0,334.0,2011.47,0.03,35.6,56.51,71598.78,0.67,3977.71,114,35,11,0,23.0,42.0,204.0,130.0,33.0,1
33.0,1.0,1.0,1.0,55.0,252.17,0.11,9.31,27.09,2347.15,0.08,130.4,24,3,3,0,11.0,13.0,33.0,22.0,9.0,1
82.0,13.0,4.0,12.0,196.0,1117.29,0.03,29.7,37.62,33183.4,0.37,1843.52,71,2,7,0,22.0,30.0,115.0,81.0,25.0,1
73.0,10.0,7.0,9.0,247.0,1421.46,0.02,40.09,35.46,56980.83,0.47,3165.6,59,0,12,0,25.0,29.0,154.0,93.0,19.0,1
109.0,18.0,14.0,15.0,399.0,2550.53,0.02,42.25,60.37,107760.09,0.85,5986.67,93,1,12,0,28.0,56.0,230.0,169.0,35.0,1
61.0,5.0,1.0,2.0,148.0,817.49,0.06,16.0,51.09,13079.79,0.27,726.66,39,10,7,0,16.0,30.0,88.0,60.0,9.0,1
153.0,27.0,15.0,18.0,497.0,3294.79,0.02,48.32,68.18,159215.89,1.1,8845.33,137,2,11,0,31.0,68.0,285.0,212.0,53.0,1
33.0,1.0,1.0,1.0,65.0,325.0,0.17,5.83,55.71,1895.83,0.11,105.32,24,1,1,0,8.0,24.0,30.0,35.0,1.0,1
10.0,1.0,1.0,1.0,18.0,66.61,0.4,2.5,26.64,166.52,0.02,9.25,5,0,0,0,5.0,8.0,10.0,8.0,1.0,1
81.0,4.0,1.0,4.0,162.0,899.84,0.06,15.47,58.17,13919.45,0.3,773.3,46,16,17,0,15.0,32.0,96.0,66.0,7.0,1
97.0,11.0,8.0,8.0,216.0,1259.9,0.03,30.44,41.39,38352.97,0.42,2130.72,70,10,13,2,23.0,34.0,126.0,90.0,21.0,1
3.0,1.0,1.0,1.0,4.0,8.0,1.0,1.0,8.0,8.0,0.0,0.44,2,0,0,0,2.0,2.0,2.0,2.0,1.0,1
75.0,9.0,6.0,9.0,284.0,1746.53,0.03,30.43,57.39,53155.21,0.58,2953.07,52,1,18,0,25.0,46.0,172.0,112.0,17.0,1
98.0,17.0,3.0,15.0,307.0,1875.32,0.03,31.25,60.01,58603.66,0.63,3255.76,82,0,14,0,23.0,46.0,182.0,125.0,33.0,1
119.0,14.0,12.0,13.0,220.0,1304.76,0.03,31.2,41.82,40708.58,0.43,2261.59,81,23,13,0,26.0,35.0,136.0,84.0,27.0,1
35.0,5.0,5.0,5.0,88.0,418.43,0.05,21.25,19.69,8891.64,0.14,493.98,28,0,3,0,15.0,12.0,54.0,34.0,9.0,1
116.0,12.0,6.0,12.0,382.0,2467.5,0.06,18.0,137.08,44415.05,0.82,2467.5,97,2,15,0,18.0,70.0,242.0,140.0,23.0,1
205.0,26.0,16.0,19.0,491.0,3179.59,0.02,49.32,64.47,156823.6,1.06,8712.42,171,9,16,7,30.0,59.0,297.0,194.0,51.0,1
5.0,1.0,1.0,1.0,11.0,30.88,0.38,2.67,11.58,82.35,0.01,4.57,3,0,0,0,4.0,3.0,7.0,4.0,1.0,0
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0
12.0,1.0,1.0,1.0,19.0,63.12,0.29,3.5,18.03,220.91,0.02,12.27,8,0,2,0,5.0,5.0,12.0,7.0,1.0,0
5.0,1.0,1.0,1.0,11.0,30.88,0.38,2.67,11.58,82.35,0.01,4.57,3,0,0,0,4.0,3.0,7.0,4.0,1.0,0
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0
13.0,1.0,1.0,1.0,29.0,110.41,0.27,3.75,29.44,414.05,0.04,23.0,9,0,2,0,6.0,8.0,19.0,10.0,1.0,0
12.0,1.0,1.0,1.0,19.0,63.12,0.29,3.5,18.03,220.91,0.02,12.27,8,0,2,0,5.0,5.0,12.0,7.0,1.0,0
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0
12.0,1.0,1.0,1.0,19.0,63.12,0.29,3.5,18.03,220.91,0.02,12.27,8,0,2,0,5.0,5.0,12.0,7.0,1.0,0
4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1.0,0.0,1.0,0.0,1.0,0
13.0,1.0,1.0,1.0,27.0,102.8,0.14,7.33,14.02,753.86,0.03,41.88,8,0,2,0,8.0,6.0,16.0,11.0,1.0,0
16.0,3.0,3.0,2.0,43.0,188.87,0.1,10.0,18.89,1888.7,0.06,104.93,12,0,2,0,12.0,9.0,28.0,15.0,5.0,0
16.0,3.0,3.0,2.0,43.0,188.87,0.1,10.0,18.89,1888.7,0.06,104.93,12,0,2,0,12.0,9.0,28.0,15.0,5.0,0
16.0,3.0,3.0,2.0,43.0,188.87,0.1,10.0,18.89,1888.7,0.06,104.93,12,0,2,0,12.0,9.0,28.0,15.0,5.0,0
16.0,1.0,1.0,1.0,34.0,141.78,0.19,5.2,27.26,737.24,0.05,40.96,10,0,2,0,8.0,10.0,21.0,13.0,1.0,0
35.0,6.0,5.0,6.0,85.0,412.93,0.09,11.38,36.3,4697.06,0.14,260.95,26,1,6,0,13.0,16.0,57.0,28.0,11.0,0
14.0,2.0,1.0,2.0,30.0,122.62,0.17,5.78,21.22,708.49,0.04,39.36,10,0,1,0,8.0,9.0,17.0,13.0,3.0,0
40.0,4.0,1.0,4.0,103.0,484.15,0.06,15.86,30.53,7677.16,0.16,426.51,32,0,1,0,12.0,14.0,66.0,37.0,7.0,0
